symbol,entry_date,exit_date,side,entry,stop,take,exit,reason,pnl_pct
ETHUSDT,2024-07-30,2024-08-05,SHORT,3308.66,2374.8414,2649.0564,2374.8414,STOP,39.12
ETHUSDT,2024-08-09,2024-09-20,SHORT,2507.21,2550.6814,1506.8814,2550.6814,STOP,-1.9
ETHUSDT,2024-10-04,2024-10-14,SHORT,2340.6,2545.3171,1803.9571,2545.3171,STOP,-8.24
ETHUSDT,2024-10-22,2024-10-24,LONG,2679.43,2491.3386,3149.6586,2491.3386,STOP,-7.22
ETHUSDT,2024-10-25,2024-11-01,LONG,2525.8,2526.7943,3014.5643,2526.7943,STOP,-0.16
ETHUSDT,2024-11-08,2024-11-13,LONG,2847.5,3183.75,3494.375,3183.75,STOP,11.61
ETHUSDT,2024-11-15,2024-12-05,LONG,3077.68,3607.4829,3948.9729,3948.9729,TAKE,28.11
ETHUSDT,2024-12-06,2024-12-10,LONG,3888.0,3678.2986,4911.5786,3678.2986,STOP,-5.59
ETHUSDT,2024-12-11,2024-12-19,LONG,3567.76,3691.85,4607.635,3691.85,STOP,3.28
ETHUSDT,2025-01-04,2025-01-07,LONG,3565.14,3452.63,4295.64,3452.63,STOP,-3.36
ETHUSDT,2025-01-14,2025-01-16,SHORT,3049.01,3381.04,2218.935,3381.04,STOP,-10.02
ETHUSDT,2025-01-29,2025-02-03,SHORT,3181.37,2529.3043,2170.6343,2529.3043,STOP,25.58
ETHUSDT,2025-02-04,2025-04-07,SHORT,2700.73,1887.1043,1510.4943,1510.4943,TAKE,78.6
ETHUSDT,2025-04-12,2025-04-23,SHORT,1565.44,1786.4957,942.3507,1786.4957,STOP,-12.57
ETHUSDT,2025-05-24,2025-06-06,LONG,2568.53,2425.6643,3474.3693,2425.6643,STOP,-5.76
ETHUSDT,2025-06-09,2025-06-10,LONG,2514.44,2564.66,3099.69,2564.66,STOP,1.8
ETHUSDT,2025-06-11,2025-06-13,LONG,2732.96,2633.26,3339.11,2633.26,STOP,-3.85
ETHUSDT,2025-06-16,2025-06-21,LONG,2541.81,2411.0514,3215.0314,2411.0514,STOP,-5.34
ETHUSDT,2025-07-04,2025-07-11,LONG,2570.52,2776.5386,3229.5486,2776.5386,STOP,7.81
ETHUSDT,2025-07-31,2025-08-03,LONG,3797.25,3430.4643,4768.5893,3430.4643,STOP,-9.86
ETHUSDT,2025-08-07,2025-08-13,LONG,3664.7,4377.82,4562.2,4562.2,TAKE,24.29
ETHUSDT,2025-08-15,2025-08-20,LONG,4618.87,4167.06,5748.395,4167.06,STOP,-9.98
ETHUSDT,2025-08-21,2025-08-26,LONG,4255.68,4466.0786,5482.4336,4466.0786,STOP,4.74
ETHUSDT,2025-08-27,2025-09-22,LONG,4519.03,4227.3514,5874.0514,4227.3514,STOP,-6.65
ETHUSDT,2025-10-04,2025-10-08,LONG,4534.75,4421.4029,5368.7429,4421.4029,STOP,-2.7
ETHUSDT,2025-10-09,2025-10-10,LONG,4447.15,4094.2971,5329.2821,4094.2971,STOP,-8.13
ETHUSDT,2025-10-11,2025-10-12,LONG,4103.1,3732.5057,5029.5857,3732.5057,STOP,-9.23
ETHUSDT,2025-10-13,2025-10-17,LONG,4034.59,3751.5371,5385.7471,3751.5371,STOP,-7.22
ETHUSDT,2025-11-04,2025-11-05,SHORT,3588.89,3462.4971,2575.1471,3462.4971,STOP,3.45
ETHUSDT,2025-11-06,2025-11-10,SHORT,3398.37,3614.1229,2348.5629,3614.1229,STOP,-6.17
ETHUSDT,2025-11-11,2025-11-27,SHORT,3519.45,3054.1629,2442.9679,3054.1629,STOP,15.03
ETHUSDT,2025-11-28,2025-12-03,SHORT,3010.97,3083.3043,2092.8093,3083.3043,STOP,-2.55
ETHUSDT,2025-12-13,2026-01-04,SHORT,3071.4,3152.72,2127.575,3152.72,STOP,-2.78
ETHUSDT,2026-01-17,2026-01-20,LONG,3264.17,3151.7543,3806.8343,3151.7543,STOP,-3.64
ETHUSDT,2026-01-27,2026-02-01,SHORT,2899.32,2505.9371,2259.4771,2505.9371,STOP,15.5
ETHUSDT,2026-02-15,2026-03-04,SHORT,2087.42,2157.2243,1194.3593,2157.2243,STOP,-3.44
ETHUSDT,2026-03-08,2026-03-13,SHORT,1981.03,2178.3357,1325.5407,2178.3357,STOP,-9.26
ETHUSDT,2026-03-27,2026-04-06,SHORT,2070.4,2174.21,1481.925,2174.21,STOP,-4.97
ETHUSDT,2026-04-08,2026-04-12,SHORT,2080.07,2265.3257,1616.9307,2265.3257,STOP,-8.38
ETHUSDT,2026-04-16,2026-04-20,LONG,2332.03,2264.4671,2833.1371,2264.4671,STOP,-3.1
ETHUSDT,2026-04-21,2026-05-15,LONG,2313.92,2205.3786,2859.8486,2205.3786,STOP,-4.89
ETHUSDT,2026-05-22,2026-05-24,SHORT,2132.64,2140.97,1803.465,2140.97,STOP,-0.59
ETHUSDT,2026-05-25,2026-06-05,SHORT,2095.83,1724.0343,1716.2943,1724.0343,STOP,21.37
ETHUSDT,2026-06-12,2026-06-15,SHORT,1645.56,1838.8971,1162.2171,1838.8971,STOP,-10.71
ETHUSDT,2026-06-16,2026-07-02,SHORT,1845.53,1721.2657,1322.3657,1721.2657,STOP,7.02
ETHUSDT,2026-07-23,2026-07-31,LONG,1943.04,1850.6914,2269.4114,1850.6914,STOP,-4.95
ETHUSDT,2026-08-01,2026-08-19,LONG,1862.93,1998.2271,2154.8621,1998.2271,STOP,7.06
ETHUSDT,2026-09-03,2026-09-11,LONG,2390.98,2440.0214,2955.9014,2440.0214,STOP,1.85
ETHUSDT,2026-09-12,2026-09-15,LONG,2559.43,2432.5743,3015.4943,2432.5743,STOP,-5.16
XRPUSDT,2024-06-23,2024-07-05,SHORT,0.4859,0.4258,0.3773,0.4258,STOP,13.93
XRPUSDT,2024-07-07,2024-07-08,SHORT,0.4384,0.4389,0.3492,0.4389,STOP,-0.31
XRPUSDT,2024-07-09,2024-07-12,SHORT,0.4241,0.4657,0.3202,0.4657,STOP,-9.12
XRPUSDT,2024-07-13,2024-07-14,SHORT,0.4614,0.5094,0.3414,0.5094,STOP,-9.62
XRPUSDT,2024-07-17,2024-07-18,LONG,0.5846,0.5641,0.7689,0.5641,STOP,-3.71
XRPUSDT,2024-07-19,2024-08-02,LONG,0.5629,0.5725,0.7781,0.5725,STOP,1.51
XRPUSDT,2024-08-18,2024-09-04,LONG,0.5668,0.5401,0.7939,0.5401,STOP,-4.9
XRPUSDT,2024-09-16,2024-09-29,LONG,0.5885,0.6187,0.7039,0.6187,STOP,4.94
XRPUSDT,2024-09-30,2024-10-01,LONG,0.6595,0.6103,0.7825,0.6103,STOP,-7.66
XRPUSDT,2024-10-02,2024-10-03,LONG,0.6119,0.5583,0.746,0.5583,STOP,-8.96
XRPUSDT,2024-10-24,2024-10-26,SHORT,0.524,0.52,0.4391,0.52,STOP,0.58
XRPUSDT,2024-10-27,2024-11-06,SHORT,0.5093,0.5291,0.4157,0.5291,STOP,-3.95
XRPUSDT,2024-11-25,2024-12-02,LONG,1.3078,2.3865,2.221,2.3865,STOP,82.28
XRPUSDT,2024-12-06,2024-12-10,LONG,2.375,2.0056,3.9784,2.0056,STOP,-15.76
XRPUSDT,2024-12-11,2024-12-20,LONG,2.0408,2.0962,3.6205,2.0962,STOP,2.52
XRPUSDT,2024-12-25,2025-01-15,LONG,2.322,2.5653,3.4802,2.5653,STOP,10.28
XRPUSDT,2025-01-18,2025-01-20,LONG,3.1996,2.9521,4.2431,2.9521,STOP,-7.94
XRPUSDT,2025-01-24,2025-02-03,LONG,3.1351,2.6611,4.5174,2.6611,STOP,-15.32
XRPUSDT,2025-02-18,2025-02-25,LONG,2.6464,2.3633,3.6106,2.3633,STOP,-10.9
XRPUSDT,2025-04-11,2025-04-28,SHORT,1.9338,2.3042,1.0078,2.3042,STOP,-16.27
XRPUSDT,2025-05-12,2025-05-15,LONG,2.3473,2.4317,2.897,2.4317,STOP,3.4
XRPUSDT,2025-05-16,2025-05-30,LONG,2.4663,2.215,3.1285,2.215,STOP,-10.39
XRPUSDT,2025-06-23,2025-06-24,SHORT,1.9343,2.1356,1.4312,2.1356,STOP,-9.62
XRPUSDT,2025-07-10,2025-07-11,LONG,2.3818,2.7939,2.8344,2.7939,STOP,17.1
XRPUSDT,2025-07-25,2025-08-03,LONG,3.2261,2.7859,4.5884,2.7859,STOP,-13.84
XRPUSDT,2025-08-09,2025-08-14,LONG,3.2216,2.9986,4.103,2.9986,STOP,-7.12
XRPUSDT,2025-08-17,2025-08-22,LONG,3.1036,2.7932,3.9885,2.7932,STOP,-10.2
XRPUSDT,2025-09-12,2025-09-15,LONG,2.995,2.9676,3.5404,2.9676,STOP,-1.11
XRPUSDT,2025-09-16,2025-09-22,LONG,3.0275,2.9191,3.579,2.9191,STOP,-3.78
XRPUSDT,2025-10-06,2025-10-10,LONG,3.0127,2.7818,3.6847,2.7818,STOP,-7.86
XRPUSDT,2025-10-12,2025-10-26,SHORT,2.4783,2.626,1.3884,2.626,STOP,-5.83
XRPUSDT,2025-11-04,2025-11-06,SHORT,2.328,2.3284,1.6732,2.3284,STOP,-0.22
XRPUSDT,2025-11-07,2025-11-10,SHORT,2.2343,2.4884,1.5163,2.4884,STOP,-10.41
XRPUSDT,2025-11-11,2025-11-25,SHORT,2.5297,2.1348,1.7449,2.1348,STOP,18.3
XRPUSDT,2025-11-26,2026-01-04,SHORT,2.1883,2.072,1.4361,2.072,STOP,5.41
XRPUSDT,2026-01-25,2026-02-01,SHORT,1.9128,1.6752,1.4818,1.6752,STOP,13.98
XRPUSDT,2026-02-07,2026-02-15,SHORT,1.5131,1.6299,0.7936,1.6299,STOP,-7.37
XRPUSDT,2026-02-16,2026-03-17,SHORT,1.5237,1.544,0.8387,1.544,STOP,-1.51
XRPUSDT,2026-03-19,2026-04-16,SHORT,1.4407,1.411,1.11,1.411,STOP,1.91
XRPUSDT,2026-04-30,2026-05-06,SHORT,1.3618,1.4555,1.1277,1.4555,STOP,-6.63
XRPUSDT,2026-05-09,2026-05-11,SHORT,1.3973,1.4674,1.2221,1.4674,STOP,-4.98
XRPUSDT,2026-05-12,2026-05-15,LONG,1.4849,1.4732,1.676,1.4732,STOP,-0.99
XRPUSDT,2026-05-16,2026-05-23,LONG,1.4351,1.3367,1.681,1.3367,STOP,-7.05
XRPUSDT,2026-05-24,2026-06-06,SHORT,1.3359,1.1585,1.065,1.065,TAKE,25.24
XRPUSDT,2026-06-09,2026-06-15,SHORT,1.171,1.214,0.857,1.214,STOP,-3.74
XRPUSDT,2026-06-16,2026-07-04,SHORT,1.2687,1.1477,0.9225,1.1477,STOP,10.34
XRPUSDT,2026-07-06,2026-07-21,SHORT,1.1371,1.1551,0.8832,1.1551,STOP,-1.75
XRPUSDT,2026-07-25,2026-08-19,SHORT,1.0912,1.0559,0.9168,1.0559,STOP,3.14
XRPUSDT,2026-08-29,2026-09-16,LONG,1.4034,1.2754,1.9552,1.2754,STOP,-9.32
SOLUSDT,2024-06-23,2024-06-27,SHORT,134.25,142.0286,84.1786,142.0286,STOP,-5.68
SOLUSDT,2024-06-29,2024-07-06,SHORT,143.22,140.4457,94.6057,140.4457,STOP,1.78
SOLUSDT,2024-07-12,2024-07-16,SHORT,138.44,155.9557,90.2007,155.9557,STOP,-11.43
SOLUSDT,2024-07-31,2024-08-02,LONG,181.0,161.0829,234.9929,161.0829,STOP,-11.2
SOLUSDT,2024-08-16,2024-09-20,SHORT,145.95,146.8157,78.9107,146.8157,STOP,-0.79
SOLUSDT,2024-09-28,2024-10-02,LONG,159.03,145.9886,198.5086,145.9886,STOP,-8.4
SOLUSDT,2024-10-03,2024-10-11,LONG,147.46,135.6343,189.3743,135.6343,STOP,-8.22
SOLUSDT,2024-10-15,2024-10-26,LONG,156.7,163.4214,196.3964,163.4214,STOP,4.09
SOLUSDT,2024-10-27,2024-11-01,LONG,168.63,166.6543,210.4443,166.6543,STOP,-1.37
SOLUSDT,2024-11-02,2024-11-06,LONG,164.1,170.9643,208.4393,170.9643,STOP,3.98
SOLUSDT,2024-11-07,2024-11-13,LONG,185.51,203.9071,238.7671,203.9071,STOP,9.72
SOLUSDT,2024-11-14,2024-11-17,LONG,216.39,215.8271,282.6471,215.8271,STOP,-0.46
SOLUSDT,2024-11-25,2024-12-10,LONG,244.18,211.5543,332.7943,211.5543,STOP,-13.56
SOLUSDT,2025-01-14,2025-01-16,SHORT,178.81,204.6186,114.2886,204.6186,STOP,-12.81
SOLUSDT,2025-01-19,2025-01-20,LONG,257.75,246.7771,336.8821,246.7771,STOP,-4.46
SOLUSDT,2025-01-21,2025-01-27,LONG,254.07,228.35,363.27,228.35,STOP,-10.32
SOLUSDT,2025-01-28,2025-02-03,LONG,233.67,190.1957,369.9307,190.1957,STOP,-18.8
SOLUSDT,2025-02-14,2025-03-02,SHORT,191.93,156.5071,114.5371,156.5071,STOP,22.43
SOLUSDT,2025-03-03,2025-03-24,SHORT,157.47,141.51,83.695,141.51,STOP,11.08
SOLUSDT,2025-03-29,2025-04-03,SHORT,129.92,128.1314,90.1914,128.1314,STOP,1.2
SOLUSDT,2025-04-04,2025-04-07,SHORT,114.17,112.0486,72.1986,112.0486,STOP,1.69
SOLUSDT,2025-04-12,2025-04-19,SHORT,119.91,139.8271,70.1171,139.8271,STOP,-14.44
SOLUSDT,2025-04-30,2025-05-08,LONG,148.01,148.15,185.585,148.15,STOP,-0.11
SOLUSDT,2025-05-09,2025-05-13,LONG,160.23,166.5443,197.5193,166.5443,STOP,3.74
SOLUSDT,2025-05-14,2025-05-19,LONG,176.08,159.6643,222.7443,159.6643,STOP,-9.52
SOLUSDT,2025-05-20,2025-05-30,LONG,164.2,165.3671,220.0571,165.3671,STOP,0.51
SOLUSDT,2025-06-15,2025-06-24,SHORT,144.53,144.0157,99.4907,144.0157,STOP,0.16
SOLUSDT,2025-06-25,2025-06-30,SHORT,144.31,158.3414,91.3064,158.3414,STOP,-9.06
SOLUSDT,2025-07-02,2025-07-11,SHORT,147.22,162.6643,103.6093,162.6643,STOP,-9.69
SOLUSDT,2025-07-14,2025-07-21,LONG,162.04,184.9557,197.8507,184.9557,STOP,13.94
SOLUSDT,2025-07-25,2025-07-31,LONG,188.54,173.1271,243.8721,173.1271,STOP,-8.37
SOLUSDT,2025-08-01,2025-08-13,LONG,177.34,181.9743,234.8043,181.9743,STOP,2.41
SOLUSDT,2025-08-14,2025-08-20,LONG,197.43,177.0886,249.8836,177.0886,STOP,-10.5
SOLUSDT,2025-08-21,2025-08-26,LONG,183.02,190.1957,241.5307,190.1957,STOP,3.72
SOLUSDT,2025-08-27,2025-09-22,LONG,190.76,225.9343,259.6993,225.9343,STOP,18.24
SOLUSDT,2025-09-23,2025-09-25,LONG,220.73,197.5929,281.0229,197.5929,STOP,-10.68
SOLUSDT,2025-10-07,2025-10-10,LONG,235.64,212.2571,294.0971,212.2571,STOP,-10.12
SOLUSDT,2025-10-11,2025-10-12,LONG,210.69,187.9029,267.6579,187.9029,STOP,-11.02
SOLUSDT,2025-10-18,2026-02-01,SHORT,182.71,128.4571,102.5671,102.5671,TAKE,77.94
SOLUSDT,2026-02-15,2026-02-26,SHORT,87.44,91.9743,46.5793,91.9743,STOP,-5.13
SOLUSDT,2026-02-28,2026-03-04,SHORT,82.7,90.93,56.625,90.93,STOP,-9.25
SOLUSDT,2026-03-08,2026-03-13,SHORT,83.75,92.9057,52.1357,92.9057,STOP,-10.05
SOLUSDT,2026-03-19,2026-04-02,SHORT,89.36,86.2357,65.5207,86.2357,STOP,3.42
SOLUSDT,2026-04-03,2026-04-17,SHORT,79.03,87.8843,55.2693,87.8843,STOP,-10.27
SOLUSDT,2026-04-29,2026-05-06,SHORT,83.46,87.6286,67.8886,87.6286,STOP,-4.96
SOLUSDT,2026-05-11,2026-05-13,LONG,94.53,92.9814,108.1014,92.9814,STOP,-1.84
SOLUSDT,2026-05-14,2026-05-16,LONG,90.43,87.51,105.855,87.51,STOP,-3.43
SOLUSDT,2026-05-17,2026-05-28,LONG,86.49,80.81,104.465,80.81,STOP,-6.77
SOLUSDT,2026-05-30,2026-06-04,SHORT,82.58,72.9186,67.2836,72.9186,STOP,13.05
SOLUSDT,2026-06-12,2026-06-15,SHORT,65.56,74.1871,43.9921,74.1871,STOP,-11.83
SOLUSDT,2026-06-16,2026-06-27,SHORT,75.25,73.63,51.275,73.63,STOP,2.0
SOLUSDT,2026-06-30,2026-07-02,SHORT,73.92,80.2857,53.8307,80.2857,STOP,-8.13
SOLUSDT,2026-07-11,2026-08-02,LONG,78.15,71.5757,96.8107,71.5757,STOP,-8.61
SOLUSDT,2026-08-03,2026-08-09,SHORT,73.03,76.8243,61.8193,76.8243,STOP,-5.14
